ERR793600.742976	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793600.1287968	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2216 One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity);
ERR793600.336484	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2217 p-type ATPase;
ERR793600.101441	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2222 carbohydrate binding;
ERR793600.1071721	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2223 Transporter;
ERR793600.1231225	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2223 Transporter;
ERR793600.1071721	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2223 Transporter;
ERR793600.1231225	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2223 Transporter;
ERR793600.1462580	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG2226 Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2);
ERR793600.1462580	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG2226 Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2);
ERR793600.1546791	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG2233 permease;
ERR793600.1185302	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG2238 Ribosomal protein;
ERR793600.1443230	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2244 Polysaccharide biosynthesis protein;
ERR793600.145235	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2244 Polysaccharide biosynthesis protein;
ERR793600.611944	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG2274 (ABC) transporter;
ERR793600.839375	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2303 oxidoreductase;
ERR793600.1456233	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2303 oxidoreductase;
ERR793600.940501	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2382 esterase;
ERR793600.940501	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2382 esterase;
ERR793600.815711	eggNOG;informationStorageAndProcessing;[K] Transcription;COG2508 Transcriptional regulator;
ERR793600.272788	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2518 Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity);
ERR793600.1186124	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2518 Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity);
ERR793600.1186124	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2518 Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity);
ERR793600.1234487	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2610 Gluconate;
ERR793600.1234487	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2610 Gluconate;
ERR793600.27288	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.38477	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.51446	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.57101	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.68769	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.68817	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.71349	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.94192	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.96864	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.96910	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.145921	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.153601	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.179508	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.187687	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.224636	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.247354	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.258394	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.264984	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.265150	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.303147	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.304762	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.324900	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.340294	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.345770	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.347897	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.369747	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.379628	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.382057	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.382233	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.422262	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.434771	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.474447	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.481786	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.501048	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.504891	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.520786	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.570582	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.586340	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.593228	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.593516	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.601097	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.609071	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.649477	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.663821	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.674584	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.708128	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.741445	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.791671	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.807523	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.816329	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.905594	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.905720	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.939759	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.946827	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.962894	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1018389	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1026491	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1045921	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1056685	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1082379	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1102373	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1109723	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1119451	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1140477	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1148348	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1166662	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1175040	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1175242	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1185302	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1214701	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1215227	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1241552	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1259029	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1260598	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1288612	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1310156	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1312699	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1366930	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1367972	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1402526	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1406352	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1426097	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1496027	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1499644	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1537612	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1538169	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1541287	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1554585	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1571130	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.27873	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.30505	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.46400	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.51446	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.57101	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.64829	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.68769	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.77411	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.86634	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.96910	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.145921	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.162685	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.216734	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.228787	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.254060	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.267151	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.327294	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.339657	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.340294	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.347897	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.379628	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.382057	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.382233	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.422262	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.426602	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.428062	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.448511	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.487787	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.496730	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.515594	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.568012	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.570582	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.649477	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.654317	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.663821	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.675488	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.708128	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.742326	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.783761	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.788666	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.807523	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.816329	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.826588	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.856160	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.868742	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.878001	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.997228	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1045921	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1056685	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1082379	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1097192	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1109723	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1148348	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1175242	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1204710	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1214701	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1215227	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1241552	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1259029	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1260598	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1260842	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1279432	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1310156	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1311258	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1312699	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1315693	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1366930	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1367972	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1382364	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1406352	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1426097	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1455835	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1496027	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1537612	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1538169	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1538763	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1541287	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1554585	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793600.1266458	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2815 Serine Threonine protein kinase;
ERR793600.1266458	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2815 Serine Threonine protein kinase;
ERR793600.1315771	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2822 lipoprotein;
ERR793600.1315771	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2822 lipoprotein;
ERR793600.796928	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2827 Excinuclease abc c subunit domain protein;
ERR793600.1320170	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2853 (LipO)protein;
ERR793600.1223175	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2866 metallocarboxypeptidase activity;
ERR793600.972101	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2866 metallocarboxypeptidase activity;
ERR793600.1223175	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2866 metallocarboxypeptidase activity;
ERR793600.1223422	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2866 metallocarboxypeptidase activity;
ERR793600.1421890	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2873 o-acetylhomoserine;
ERR793600.1160074	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2891 Rod shape-determining protein MreD;
ERR793600.1256189	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2893 pts system;
ERR793600.1496154	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG2896 Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity);
ERR793600.694235	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2939 carboxy-peptidase;
ERR793600.268147	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2957 Agmatine deiminase;
ERR793600.231458	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2982 asmA family;
ERR793600.231458	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2982 asmA family;
ERR793600.35054	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3090 Tripartite ATP-independent periplasmic transporter dctq component;
ERR793600.35054	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3090 Tripartite ATP-independent periplasmic transporter dctq component;
ERR793600.216299	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3104 transporter;
ERR793600.216604	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3104 transporter;
ERR793600.1326280	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3104 transporter;
ERR793600.1304847	eggNOG;metabolism;[C] Energy production and conversion;COG3202 carrier protein;
ERR793600.901609	eggNOG;metabolism;[I] Lipid transport and metabolism;COG3243 poly(r)-hydroxyalkanoic acid synthase, class;
ERR793600.635741	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3250 hydrolase family 2;
ERR793600.635746	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3250 hydrolase family 2;
ERR793600.635741	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3250 hydrolase family 2;
ERR793600.719408	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3275 Histidine kinase;
ERR793600.682963	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3293 transposase;
ERR793600.1425906	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793600.1425906	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793600.952349	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3451 type IV secretion system protein;
ERR793600.157374	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3458 acetyl xylan esterase;
ERR793600.157408	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3458 acetyl xylan esterase;
ERR793600.752663	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3485 protocatechuate 3,4-dioxygenase;
ERR793600.753035	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3485 protocatechuate 3,4-dioxygenase;
ERR793600.64906	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3511 phospholipase C;
ERR793600.649139	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3511 phospholipase C;
ERR793600.1449953	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3555 beta-hydroxylase;
ERR793600.1449953	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3555 beta-hydroxylase;
ERR793600.1503920	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3593 ATP-dependent endonuclease of the OLD;
