ERR793599.177418	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793599.265793	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1562 phytoene synthase;
ERR793599.54657	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1593 trap dicarboxylate transporter dctm subunit;
ERR793599.541698	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1595 RNA Polymerase;
ERR793599.62855	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1597 diacylglycerol kinase;
ERR793599.345183	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1605 Chorismate mutase;
ERR793599.156675	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1607 thioesterase Superfamily protein;
ERR793599.504105	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1609 Transcriptional regulator;
ERR793599.22459	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.412383	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.650677	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.22459	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.53007	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.74053	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.412383	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.412873	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.650677	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;
ERR793599.397089	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1643 helicase;
ERR793599.441474	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1653 transporter activity;
ERR793599.441474	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1653 transporter activity;
ERR793599.441505	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1653 transporter activity;
ERR793599.771214	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1657 Squalene--hopene cyclase;
ERR793599.742935	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1686 Carboxypeptidase;
ERR793599.433398	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1706 Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation (By similarity);
ERR793599.433398	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1706 Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation (By similarity);
ERR793599.246444	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1722 Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity);
ERR793599.95694	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1734 Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters;
ERR793599.95841	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1734 Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters;
ERR793599.502156	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1754 Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity);
ERR793599.95538	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1758 Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity);
ERR793599.284254	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1785 alkaline phosphatase;
ERR793599.438497	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1792 regulation of cell shape;
ERR793599.9006	eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;
ERR793599.510474	eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;
ERR793599.9006	eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;
ERR793599.510474	eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;
ERR793599.510867	eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;
ERR793599.411049	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1816 adenosine deaminase;
ERR793599.667225	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1840 extracellular solute-binding protein, family 1;
ERR793599.667225	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1840 extracellular solute-binding protein, family 1;
ERR793599.678742	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1840 extracellular solute-binding protein, family 1;
ERR793599.375527	eggNOG;metabolism;[C] Energy production and conversion;COG1845 Cytochrome C Oxidase, Subunit III;
ERR793599.375527	eggNOG;metabolism;[C] Energy production and conversion;COG1845 Cytochrome C Oxidase, Subunit III;
ERR793599.573042	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1868 FliM is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity);
ERR793599.228668	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1875 Phoh family;
ERR793599.228668	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1875 Phoh family;
ERR793599.228835	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1875 Phoh family;
ERR793599.364649	eggNOG;metabolism;[C] Energy production and conversion;COG1905 Nadh dehydrogenase;
ERR793599.364649	eggNOG;metabolism;[C] Energy production and conversion;COG1905 Nadh dehydrogenase;
ERR793599.12028	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1922 Glycosyl transferase, wecb taga cpsf family;
ERR793599.772069	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1925 phosphocarrier protein (HPr);
ERR793599.524052	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1932 Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity);
ERR793599.777153	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1932 Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity);
ERR793599.348780	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1959 Transcriptional regulator, BadM Rrf2 family;
ERR793599.463955	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1960 acyl-CoA dehydrogenase;
ERR793599.627380	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1960 acyl-CoA dehydrogenase;
ERR793599.73198	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1985 Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.474944	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1989 Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity);
ERR793599.536724	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2017 converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity);
ERR793599.104399	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2017 converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity);
ERR793599.536724	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2017 converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity);
ERR793599.602286	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG2022 Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S (By similarity);
ERR793599.83643	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2064 type ii secretion system;
ERR793599.83643	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2064 type ii secretion system;
ERR793599.74978	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2072 Monooxygenase;
ERR793599.74978	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2072 Monooxygenase;
ERR793599.558869	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2072 Monooxygenase;
ERR793599.622224	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2072 Monooxygenase;
ERR793599.455635	eggNOG;metabolism;[I] Lipid transport and metabolism;COG2084 Dehydrogenase;
ERR793599.455635	eggNOG;metabolism;[I] Lipid transport and metabolism;COG2084 Dehydrogenase;
ERR793599.178005	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2124 Cytochrome p450;
ERR793599.631616	eggNOG;metabolism;[C] Energy production and conversion;COG2141 Monooxygenase;
ERR793599.454667	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2148 sugar transferase;
ERR793599.581052	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2148 sugar transferase;
ERR793599.581052	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2148 sugar transferase;
ERR793599.628923	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2171 Catalyzes the conversion of the cyclic tetrahydrodipicolinate (THDP) into the acyclic N-succinyl-L-2- amino-6-oxopimelate using succinyl-CoA (By similarity);
ERR793599.620915	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG2177 Part of the ABC transporter FtsEX involved in;
ERR793599.290524	eggNOG;informationStorageAndProcessing;[K] Transcription;COG2183 domain protein;
ERR793599.565141	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2197 Two component transcriptional regulator, LuxR family;
ERR793599.572146	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2197 Two component transcriptional regulator, LuxR family;
ERR793599.673527	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2197 Two component transcriptional regulator, LuxR family;
ERR793599.537802	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2202 Histidine kinase;
ERR793599.38439	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2204 two component, sigma54 specific, transcriptional regulator, Fis family;
ERR793599.696581	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2204 two component, sigma54 specific, transcriptional regulator, Fis family;
ERR793599.102553	eggNOG;informationStorageAndProcessing;[K] Transcription;COG2207 Transcriptional Regulator AraC Family;
ERR793599.377777	eggNOG;informationStorageAndProcessing;[K] Transcription;COG2207 Transcriptional Regulator AraC Family;
ERR793599.782690	eggNOG;informationStorageAndProcessing;[K] Transcription;COG2207 Transcriptional Regulator AraC Family;
ERR793599.333379	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2216 One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity);
ERR793599.583194	eggNOG;metabolism;[C] Energy production and conversion;COG2225 malate synthase;
ERR793599.583194	eggNOG;metabolism;[C] Energy production and conversion;COG2225 malate synthase;
ERR793599.602504	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG2264 Methylates ribosomal protein L11 (By similarity);
ERR793599.567473	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2423 Ornithine Cyclodeaminase;
ERR793599.567473	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2423 Ornithine Cyclodeaminase;
ERR793599.409580	eggNOG;metabolism;[C] Energy production and conversion;COG2609 Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity);
ERR793599.409580	eggNOG;metabolism;[C] Energy production and conversion;COG2609 Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity);
ERR793599.34427	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2716 glycine cleavage system transcriptional repressor;
ERR793599.496746	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2721 Dehydratase;
ERR793599.137434	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2723 beta-glucosidase;
ERR793599.299994	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2723 beta-glucosidase;
ERR793599.137434	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2723 beta-glucosidase;
ERR793599.299994	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2723 beta-glucosidase;
ERR793599.70739	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2730 Glycoside hydrolase Family 5;
ERR793599.672984	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2730 Glycoside hydrolase Family 5;
ERR793599.672984	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2730 Glycoside hydrolase Family 5;
ERR793599.736926	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2755 lipolytic protein G-D-S-L family;
ERR793599.435203	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2766 Serine protein kinase;
ERR793599.35505	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.44019	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.81433	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.186538	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.200272	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.213708	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.220273	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.225828	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.239364	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.262216	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.269866	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.272966	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.294413	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.299682	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.331195	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.336896	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.368808	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.444247	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.473467	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.486462	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.504301	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.511211	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.560573	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.604773	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.645823	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.672799	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.750296	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.35505	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.44019	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.53151	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.81433	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.88892	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.132082	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.186538	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.187202	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.220273	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.225828	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.262216	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.294117	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.375814	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.404140	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.471319	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.486462	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.526100	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.554392	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.560573	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.613506	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.640543	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.659887	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.672799	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.672878	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.675304	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.727748	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.750296	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;
ERR793599.403010	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2804 type ii secretion system protein e;
ERR793599.403010	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2804 type ii secretion system protein e;
ERR793599.133124	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2805 twitching motility protein;
ERR793599.133124	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG2805 twitching motility protein;
ERR793599.133124	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2805 twitching motility protein;
ERR793599.133124	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG2805 twitching motility protein;
ERR793599.206622	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2818 DNA-3-methyladenine glycosylase activity;
ERR793599.116958	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2825 Molecular chaperone that interacts specifically with outer membrane proteins, thus maintaining the solubility of early folding intermediates during passage through the periplasm (By similarity);
ERR793599.493772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2829 Phospholipase;
ERR793599.493772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2829 Phospholipase;
ERR793599.371706	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2831 Polypeptide-transport-associated domain protein, ShlB-type;
ERR793599.149229	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2853 (LipO)protein;
ERR793599.759958	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG2884 Cell division ATP-binding protein ftsE;
ERR793599.38462	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2931 Hemolysin-type calcium-binding;
ERR793599.573143	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2931 Hemolysin-type calcium-binding;
ERR793599.553114	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2943 Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs) (By similarity);
ERR793599.739772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2943 Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs) (By similarity);
ERR793599.553114	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2943 Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs) (By similarity);
ERR793599.739772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2943 Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs) (By similarity);
ERR793599.84802	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2972 Histidine kinase;
ERR793599.84802	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2972 Histidine kinase;
ERR793599.84888	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2972 Histidine kinase;
ERR793599.257055	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3119 Sulfatase;
ERR793599.257055	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3119 Sulfatase;
ERR793599.174713	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3143 Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P) (By similarity);
ERR793599.60118	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG3161 Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway (By similarity);
ERR793599.60118	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG3161 Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway (By similarity);
ERR793599.271537	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG3168 Pilus assembly protein;
ERR793599.271537	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3168 Pilus assembly protein;
ERR793599.204738	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3210 filamentous hemagglutinin family outer membrane protein;
ERR793599.362144	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3210 filamentous hemagglutinin family outer membrane protein;
ERR793599.362144	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3210 filamentous hemagglutinin family outer membrane protein;
ERR793599.585096	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG3225 transport system;
ERR793599.625931	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3256 denitrification pathway;
ERR793599.229708	eggNOG;metabolism;[C] Energy production and conversion;COG3288 The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity);
ERR793599.14485	eggNOG;metabolism;[C] Energy production and conversion;COG3288 The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity);
ERR793599.273978	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3320 domain protein;
ERR793599.412365	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793599.506125	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793599.273978	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793599.274197	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
ERR793599.506125	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;
